title,pdl count,top related titles,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,desired_education,desired_experience
process developer,17686, process excellence, transition management, bronze, process migration, f&a, kpo, mis, record to report, business process outsourcing bpo,process associate, process champion, domain expert, subject matter expert, process specialist, senior process associate, management trainee, process lead, senior process executive, assistant manager,B.Sc. Computer Science,2
senior research engineer,17676, simulations, signal processing, sensors, research and development r&d, materials science, image processing, characterization, design of experiments, digital signal processors,research engineer, principal research engineer, chief research engineer, staff research engineer, sr research engineer, junior research engineer, lead research engineer, research engineer ii, associate research engineer, assistant research engineer,B.Sc. Computer Science,2
chief executive officer (ceo),17594, start ups, executive management, strategy, business development, business strategy, strategic planning, leadership, mergers and acquisitions, entrepreneurship,ceo, chief executive officer, chief operations officer (coo), chief operating officer (coo), chief technical officer (cto), chief information officer (cio), chief commercial officer (cco), chief technology officer (cto), chief marketing officer (cmo), chief financial officer (cfo),MBA,10
game developer,17591, unity3d, game design, video games, game programming, mobile games, mobile game development, gameplay, unity 3d, actionscript,senior game developer, game programmer, unity developer, lead game developer, unity3d developer, indie game developer, unity 3d developer, game designer, game developer intern, flash developer,B.Sc. Computer Science,2
drilling engineer,17589, petroleum engineering, directional drilling, drilling, completion, completions, oilfield, workover, well testing, upstream,senior drilling engineer, drilling supervisor, drilling manager, sr drilling engineer, night drilling supervisor, well engineer, drilling superintendent, wellsite drilling engineer, lead drilling engineer, directional drilling engineer,B.Sc. Computer Science,2
hse engineer,17586, hazard identification, accident investigation, hse management systems, industrial safety, safety management systems, iso 14001, hazard analysis, qhse, safety engineering,hse manager, hse supervisor, hse officer, safety engineer, hse advisor, hse coordinator, senior hse engineer, qhse engineer, safety officer, hse specialist,B.Sc. Computer Science,2
vice president sales,17565, saas, go to market strategy, selling, salesforce.com, professional services, enterprise software, sales operations, sales process, solution selling,vp sales, vice president of sales, senior vice president sales, vice president and sales, regional vice president sales, vice president global sales, director sales, vice president sales, vice president sales & marketing, vice president sales and marketing,MBA,10
inventory control manager,17536, physical inventory, inventory accuracy, inventory management, inventory analysis, warehousing, distribution center operations, warehouse management, cycle counting, supply chain,inventory control supervisor, inventory manager, inventory control, inventory control coordinator, inventory control specialist, inventory control analyst, inventory controller, warehouse manager, inventory analyst, materials manager,B.Sc. Business Management,5
critical care registered nurse,17483, icu, intensive care, acls, nursing, patient safety, ccrn, bls, advanced cardiac life support acls, registered nurses,critical care rn, registered nurse, critical care nurse, ccrn, staff registered nurse, intensive care nurse, emergency room registered nurse, icu registered nurse, student registered nurse anesthetist, icu rn,B.Sc. Nursing,5
group account director,17434, digital strategy, relationship marketing, brand architecture, creative strategy, interactive marketing, digital marketing, mobile marketing, direct marketing, customer insight,account director, business director, senior account director, client services director, client service director, group business director, account supervisor, vp group account director, associate account director, management supervisor,MBA,10
owner and manager,17426, marketing, tourism, event management, customer service, sales, event planning, strategic planning, leadership, marketing strategy,owner manager, owner/manager, owner manager, co-owner and manager, owner & manager, owner / manager, manager and owner, founder and manager, business owner and manager, partner and manager,B.Sc. Business Management,5
co-founder and ceo,17396, strategic partnerships, venture capital, entrepreneurship, mobile devices, strategy, mobile applications, e commerce, business development, angel investing,founder and ceo, founder chief executive officer, co-founder and chief executive officer, co-founder, co-founder and coo, co-founder & ceo, co-founder and cto, ceo and co-founder, co founder and ceo, cofounder and ceo,MBA,10
food service manager,17361, food safety, food service, menu development, catering, food, food service management, culinary skills, cooking, sanitation,food service supervisor, food service director, assistant food service manager, food services manager, dietary manager, foodservice manager, patient services manager, food service specialist, food service coordinator, director of food services,B.Sc. Business Management,5
creative manager,17346, art direction, creative strategy, brand development, graphic design, corporate branding, creative management, advertising, concept development, adobe creative suite,senior creative manager, creative director, graphic designer, creative coordinator, creative executive, creative resource manager, creative head, creative associate, creative services manager, art director,B.Sc. Business Management,5
long term substitute teacher,17342, tutoring, lesson planning, community outreach, classroom management, public speaking, elementary education, curriculum development, classroom, higher education,substitute teacher, student teacher, teacher, summer school teacher, building substitute, long term substitute, long-term substitute teacher, special education paraprofessional, paraprofessional, high school social studies teacher,B.Ed,3
1st grade teacher,17340, guided reading, classroom management, lesson planning, differentiated instruction, literacy, smartboard, early childhood education, classroom, language arts,2nd grade teacher, 3rd grade teacher, kindergarten teacher, first grade teacher, 4th grade teacher, teacher, 5th grade teacher, teacher - 1st grade, substitute teacher, student teacher,B.Ed,3
database manager,17312, database administration, raiser's edge, database management, databases, database marketing, data management, database design, managing database, data warehousing,database administrator, senior database manager, database coordinator, database officer, data base manager, data manager, database assistant, database specialist, database marketing manager, database supervisor,B.Sc. Business Management,5
assistent manager,17303, winkelmanagement, visuele merchandising, klantenservice, leiderschap, horeca, kleding, verkoopmanagement, inventarisbeheer, sociale media,filiaalmanager, verkoopmedewerker, verkoopster, verkoper, medewerker bediening, winkelmanager, bedrijfsleider, teamleider, assistent shopmanager, assistent-manager,B.Sc. Business Management,5
market research intern,17258, marketing research, data analysis, consumer behaviour, spss, teamwork, social media, powerpoint, research, microsoft excel,market research analyst, marketing intern, market research assistant, market research associate, marketing research intern, business development intern, market research analyst intern, intern, market research, market research specialist,Enrolled in Bachelor's program,0
membership director,17245, membership development, membership growth, membership, membership retention, membership relations, membership sales, membership recruitment, fundraising, member retention,director of membership, membership sales director, membership manager, membership and marketing director, director of membership and marketing, member relations director, membership services director, membership coordinator, member services director, membership marketing director,MBA,10
school teacher,17154, educational leadership, curriculum development, teacher training, tutoring, curriculum design, lesson planning, classroom, educational technology, classroom management,teacher, retired school teacher, primary school teacher, secondary school teacher, substitute school teacher, elementary school teacher, high school teacher, school principal, director of sport, public school teacher,B.Ed,3
director of marketing and communications,17153, media relations, strategic communications, corporate communications, press releases, internal communications, newsletters, communications, crisis communications, marketing communications,director of marketing & communications, director marketing and communications, director of communications, marketing and communications director, director of marketing and communication, director of marketing communications, director of marketing, director marketing and communications, vice president of marketing and communications, director of marketing and public relations,MBA,10
content developer,17136, content writing, content management, web content writing, content strategy, creative writing, web content, technical writing, blogging, editing,senior content developer, content writer, freelance content developer, web content developer, instructional designer, content manager, content development manager, digital content developer, content development, technical writer,B.Sc. Computer Science,2
instrument engineer,17078, instrumentation, control valves, p&id, distributed control system dcs, field instruments, petrochemical, process control, feed, control systems design,senior instrument engineer, instrumentation engineer, instrument and control engineer, instrument supervisor, lead instrument engineer, instrument technician, sr instrument engineer, instrument commissioning engineer, instrument & control engineer, instrument design engineer,B.Sc. Computer Science,2
real estate sales,17075, investment properties, sellers, first time home buyers, real estate transactions, condos, relocation, single family homes, residential homes, short sales,realtor, real estate salesperson, residential real estate sales, real estate agent, real estate sales agent, licensed real estate salesperson, real estate, real estate sales professional, real estate sales associate, residential sales,B.Sc. Marketing,3
client relations manager,17050, client relations skills, crm, account management, manage client relationships, leadership, training, sales, business development, recruiting,senior client relations manager, client relations, director of client relations, client relations supervisor, client relationship manager, client relations specialist, client relations director, client relations associate, client relations consultant, client relations coordinator,B.Sc. Business Management,5
sr program manager,17023, cross functional team leadership, program management, earned value management, pmp, systems engineering, enterprise software, engineering management, dod, vendor management,senior program manager, program manager, sr project manager, sr technical program manager, principal program manager, director program management, staff program manager, director of program management, director program management, project manager,B.Sc. Business Management,5
housekeeping manager,17013, rooms division, hotel management, front office, laundry, hospitality industry, hotels, hospitality management, pre opening, property management systems,housekeeping supervisor, executive housekeeper, assistant housekeeping manager, director of housekeeping, assistant director of housekeeping, assistant executive housekeeper, executive housekeeping manager, head housekeeper, assistant manager housekeeping, director of services,B.Sc. Business Management,5
senior territory manager,16944, capital equipment, surgeons, product launch, disposables, cardiology, pharmaceutical sales, operating room, sales force development, urology,territory manager, sr territory manager, executive territory manager, territory sales manager, senior territory sales manager, senior territory business manager, territory business manager, senior territory representative, sales representative, wholesale sales,B.Sc. Business Management,5
e-commerce manager,16847, e commerce optimization, google analytics, e commerce seo, google adwords, web analytics, e commerce consulting, e business, sem, affiliate marketing,ecommerce manager, e-commerce specialist, head of e-commerce, e-commerce consultant, e-commerce executive, e-commerce coordinator, e-commerce director, e-commerce, online store manager, e-commerce supervisor,B.Sc. Business Management,5
field operations manager,16791, oilfield, operations management, supervisory skills, completion, fiber optics, t1, drilling, completions, optical fiber,field operation manager, field operations supervisor, field operations, manager of field operations, director of field operations, field operations coordinator, field manager, field supervisor, field operations specialist, field service manager,B.Sc. Business Management,5
assitant manager,16771, mis, bpo, inventory management, management, customer satisfaction, retail, customer service, banking, transition management,assistant manager, deputy manager, manager, store manager, assit manager, senior executive, team leader, assitant store manager, management trainee, asst manager,B.Sc. Business Management,5
creative intern,16761, art direction, concept development, creative direction, adobe creative suite, indesign, copywriting, illustrator, photoshop, graphic design,creative, junior creative, art direction intern, freelance creative, art director intern, copywriter, design intern, art director, junior art director, graphic designer,Enrolled in Bachelor's program,0
director of product development,16742, product innovation, product management, consumer products, product design, development, private label, cross functional team leadership, design control, trend,vice president of product development, director product development, director product development, senior director of product development, vp of product development, product development manager, manager of product development, product development director, director of new product development, vp product development,MBA,10
salon manager,16738, cosmetology, hair care, hair cutting, beauty industry, salon management, makeup artistry, waxing, cosmetics, hair extensions,salon leader, senior district leader, salon director, salon owner, cosmetology instructor, salon coordinator, master designer, master stylist, stylist, cosmetologist,B.Sc. Business Management,5
vice president marketing,16733, integrated marketing, demand generation, product marketing, multi channel marketing, competitive analysis, direct marketing, positioning, go to market strategy, segmentation,vice president of marketing, vp marketing, senior vice president marketing, director marketing, senior director marketing, vice president marketing, chief marketing officer, vice president global marketing, director of marketing, sr director marketing,MBA,10
senior engineering manager,16708, scalability, semiconductors, distributed systems, engineering, systems engineering, system architecture, technical leadership, cloud computing, ic,engineering manager, sr engineering manager, director of engineering, principal engineering manager, engineering director, director engineering, senior director of engineering, senior software engineering manager, software engineering manager, senior director engineering,B.Sc. Computer Science,2
restaurant general manager,16678, restaurants, food, food and beverage, food safety, catering, menu development, new restaurant openings, hospitality, hospitality management,restaurant manager, area coach, assistant restaurant manager, food and beverage manager, general manager, restaurant assistant manager, shift manager, multi unit manager, restaurant supervisor, restaurant and bar manager,B.Sc. Business Management,5
engineering director,16672, engineering, manufacturing, fmea, lean manufacturing, semiconductors, systems engineering, continuous improvement, design for manufacturing, six sigma,engineering manager, director of engineering, vp engineering, senior engineering manager, head of engineering, senior director engineering, fleet engineer, sr engineering manager, technical director, chief engineer,B.Sc. Computer Science,2
software engineering manager,16665, system architecture, software development, agile methodologies, software design, scrum, embedded software, embedded systems, technical leadership, distributed systems,senior software engineering manager, sw engineering manager, director of software engineering, software development manager, engineering manager, software engineer, software engineering director, software engineering team leader, director of engineering, senior engineering manager,B.Sc. Computer Science,2
equipment manager,16657, heavy equipment, equipment maintenance, sports management, equipment repair, supervisory skills, cranes, sports marketing, athletics, sports,assistant equipment manager, head equipment manager, equipment superintendent, equipment supervisor, equipment coordinator, football equipment manager, student equipment manager, equipment intern, equipment, equipment assistant,B.Sc. Business Management,5
senior product engineer,16618, dfmea, fmea, failure analysis, semiconductors, ic, semiconductor industry, yield, cmos, automotive engineering,product engineer, sr product engineer, staff product engineer, principal product engineer, lead product engineer, product engineering manager, product development engineer, senior product development engineer, product engineer ii, engineering manager,B.Sc. Computer Science,2
sr product manager,16615, go to market strategy, product marketing, competitive analysis, product lifecycle management, product launch, product strategy, cross functional team leadership, saas, enterprise software,product manager, director of product management, senior product manager, sr product marketing manager, director product management, principal product manager, sr product line manager, director product management, sr director product management, sr technical product manager,B.Sc. Business Management,5
manager human resources,16612, onboarding, hris, deferred compensation, employee relations, workforce planning, talent acquisition, employee engagement, talent management, performance management,director human resources, senior manager human resources, vice president human resources, assistant manager human resources, sr manager human resources, manager hr, manager human resources, supervisor human resources, manager employee relations, human resources manager,B.Sc. Business Management,5
packaging engineer,16582, artioscad, food packaging, corrugated, package testing, cape pack, packaging, plastics, cape, ista,senior packaging engineer, packaging intern, packaging engineer intern, sr packaging engineer, associate packaging engineer, packaging engineer co-op, packaging specialist, packaging development engineer, packaging engineering intern, packaging manager,B.Sc. Computer Science,2
band director,16580, marching, concert band, trumpet, conducting, trombone, music education, jazz band, ensemble, finale,director of bands, assistant band director, music teacher, brass instructor, director of instrumental music, high school band director, instrumental music director, music director, band teacher, private lesson instructor,MBA,10
fourth grade teacher,16530, classroom management, differentiated instruction, lesson planning, classroom, literacy, smartboard, curriculum development, educational technology, language arts,4th grade teacher, fifth grade teacher, third grade teacher, second grade teacher, teacher, first grade teacher, sixth grade teacher, kindergarten teacher, th grade teacher, substitute teacher,B.Ed,3
management information systems manager,16515, disaster recovery, it management, troubleshooting, active directory, windows server, system administration, security, network administration, data center,mis manager, information systems manager, manager or supervisor, management information systems, management information systems director, it director, information technology manager, manager of information systems, manager information systems, director of information technology,B.Sc. Business Management,5
freelance art director,16502, creative strategy, creative direction, concept development, interactive advertising, interaction design, typography, corporate identity, outdoor advertising, branding and identity,art director, freelance senior art director, senior art director, art director intern, freelance creative, junior art director, creative director, freelance creative director, freelance designer, graphic designer,MBA,10
senior portfolio manager,16502, investment management, asset management, asset allocation, alternative investments, fixed income, equities, hedge funds, bonds, financial markets,portfolio manager, sr portfolio manager, head of portfolio management, chief investment officer, head of fixed income, vice president senior portfolio manager, senior investment strategist, fund manager, head of equities, fixed income portfolio manager,B.Sc. Business Management,5
associate account manager,16490, google adwords, doubleclick, social media, salesforce.com, facebook, account management, msn adcenter, google analytics, social media marketing,account manager, account coordinator, sales engineering intern, account management intern, marketing intern, senior account manager, account executive, sem specialist, intern, assistant account manager,B.Sc. Business Management,5
teacher's aide,16475, child development, teaching, community outreach, early childhood education, experience working with children, event planning, public speaking, nonprofits, tutoring,teachers aide, teacher’s aide, teacher aide, substitute teacher, teacher's assistant, teacher, teacher's aid, student teacher, substitute teacher's aide, assistant teacher,B.Ed,3
ceo/owner,16468, leadership, start ups, team building, strategic planning, social networking, marketing, marketing strategy, business development, social media marketing,chief executive officer owner, chief executive officer owner, chief executive officer and owner, ceo/owner/founder, ceo/ owner, ceo/co-owner, owner/ceo, ceo / owner, cfo/owner, ceo,MBA,10
director gerente,16441, plan de negocio, liderazgo de equipos, estrategia de mercadotecnia, desarrollo empresarial, cambio organizacional, gerencia de ventas, redes sociales, estrategia, mercadotecnia,director comercial, gerente, director técnico, director general, director-gerente, director financiero, consejero delegado, director industrial, gerente director, consejero,MBA,10
network security engineer,16361, network security, checkpoint, firewalls, ids, information security, cissp, vulnerability assessment, computer security, penetration testing,senior network security engineer, network engineer, security engineer, network security analyst, sr network security engineer, network security consultant, network security specialist, firewall engineer, network and security engineer, it security engineer,B.Sc. Computer Science,2
sales & marketing executive,16358, marketing communications, business development, marketing strategy, marketing, sales and marketing, digital marketing, tourism, marketing management, sales,senior sales & marketing executive, sales and marketing executive, assistant sales & marketing manager, sales & marketing manager, marketing executive, sales executive, sales & marketing assistant, sales & marketing, sales & marketing supervisor, sales & marketing coordinator,B.Sc. Marketing,3
mobile developer,16346, objective c, swift, ios, android, android development, xcode, mobile applications, desenvolvimento para ios, kotlin,senior mobile developer, ios developer, android developer, lead mobile developer, mobile application developer, mobile team leader, desenvolvedor mobile, senior ios developer, mobile engineer, mobile software engineer,B.Sc. Computer Science,2
director of food and beverage,16304, banquets, fine dining, micros, pre opening, menu development, resorts, hotel management, food and beverage, catering,assistant director of food and beverage, director of food & beverage, food and beverage manager, food and beverage director, director of restaurants, banquet manager, director of food beverage, director of outlets, director food and beverage, director of banquets,MBA,10
founder and managing director,16286, business strategy, business development, start ups, venture capital, business planning, management consulting, strategic partnerships, entrepreneurship, management,founder managing director, co-founder and managing director, founder & managing director, managing director, co founder and managing director, founder and director, founder and ceo, founder, founder and md, founder and managing partner,MBA,10
shift engineer,16254, factory, preventive maintenance, steam, steam boilers, maintenance management, steam turbines, pumps, commissioning, air compressors,shift incharge, shift technician, maintenance engineer, shift charge engineer, production engineer, power engineer, shift in charge, duty engineer, chief power engineer, control room operator,B.Sc. Computer Science,2
sr sales executive,16245, team management, business development, competitive analysis, crm, key account management, channel partners, sales operations, market research, distributed team management,sales executive, srsales executive, sr sales officer, senior sales executive, sales officer, asst manager sales, asst sales manager, area sales manager, sr executive sales, assistant manager sales,B.Sc. Marketing,3
channel account manager,16241, channel partners, channel, partner management, go to market strategy, channel account management, sales enablement, solution selling, business alliances, cloud computing,senior channel account manager, inside channel account manager, channel manager, partner account manager, channel sales manager, channel account executive, distribution account manager, regional channel manager, channel development manager, channel sales account manager,B.Sc. Business Management,5
assistant marketing,16207, marketing en ligne, marketing digital, management marketing, vente, gestion de projet, marketing direct, adwords google, marketing par e mail, marketing social,assistant commercial, assistant chef de produit, responsable marketing, chargé de communication, assistant marketing et communication, chargé de marketing, vendeur, chargé d'études marketing, assistant communication, assistant marketing et commercial,B.Sc. Marketing,3
primary teacher,16197, primary education, lesson planning, curriculum development, teacher training, teaching, classroom management, classroom, curriculum design, educational leadership,primary school teacher, teacher, supply teacher, nursery teacher, class teacher, principal teacher, early years teacher, year 2 teacher, teacher primary school, casual relief teacher,B.Ed,3
customer manager,16189, grocery, trade marketing, shopper marketing, ac nielsen, consumer products, customer lifecycle management, team management, nielsen, customer experience,senior customer manager, territory officer, customer director, local business banker, customer management, customer business manager, field operation manager, national customer manager, customer advisor, careline officer,B.Sc. Business Management,5
md/ceo,16137, business planning, business development, negotiation, strategic planning, petroleum, new business development, project planning, management, change management,ceo/md, md / ceo, md ceo, managing director/ceo, nigeria | professional profile, managing director chief executive officer, principal partner, md, chairman/ceo, head operations,MBA,10
software engineer internship,16128, c++, java, machine learning, c, algorithms, javascript, html, programming, linux,software engineer, software developer internship, software engineer intern, software engineering internship, software engineering intern, software development engineer, web developer internship, research assistant, software developer, teaching assistant,B.Sc. Computer Science,2
business support manager,16092, stakeholder management, change management, performance management, public sector, business process improvement, stakeholder engagement, team leadership, risk management, management,business support, business support team leader, head of business support, business support supervisor, business support coordinator, business support executive, business support officer, business support lead, business support director, business support specialist,B.Sc. Business Management,5
territory business manager,16045, sales effectiveness, cardiology, hospital sales, pharmaceutical industry, neurology, endocrinology, product launch, managed care, gastroenterology,senior territory business manager, area business manager, territory manager, scientific sales executive, professional sales representative, pharmaceutical sales representative, therapeutic specialist, executive territory business manager, medical business associate, professional service officer,B.Sc. Business Management,5
engineer ii,16033, microstation, engineering, autocad, stormwater management, hydrology, civil engineering, autocad civil 3d, water resources, transportation engineering,engineer i, engineer iii, engineer, senior engineer i, engineering intern, associate engineer, senior engineer, engineer iv, staff engineer, engineer 1,B.Sc. Computer Science,2
research and development intern,16018, matlab, research and development r&d, r&d, sensory evaluation, solidworks, food technology, chemistry, food chemistry, food microbiology,r&d intern, quality control intern, quality assurance intern, research & development intern, undergraduate researcher, undergraduate research assistant, research and development engineer, research intern, food scientist, product development intern,Enrolled in Bachelor's program,0
social media marketing manager,15999, twitter marketing, social media marketing, social media advertising, social media measurement, blogging, facebook, twitter, google analytics, pinterest marketing,social media manager, social media marketing consultant, social media marketing, social media specialist, social media marketing coordinator, social media marketing specialist, social marketing manager, social media consultant, digital marketing manager, social media strategist,B.Sc. Business Management,5
counseling intern,15949, psychotherapy, group therapy, mental health, adolescents, crisis intervention, individual counselling, family therapy, counseling psychology, psychology,therapist, mental health counselor, licensed professional counselor, counseling practicum student, practicum counselor, counselor, outpatient therapist, school counseling intern, mental health therapist, school counselor,Enrolled in Bachelor's program,0
installation manager,15938, ip cameras, alarm systems, burglar alarm, fire alarm, video analytics, cctv, intrusion detection, ip cctv, cabling,installation supervisor, install manager, regional installation manager, installation technician, installation engineer, lead installer, installation coordinator, installer, installation specialist, installations manager,B.Sc. Business Management,5
activities director,15927, therapeutic recreation, elder care, alzheimer's care, coordinating activities, recreation planning, alzheimer's disease, gerontology, mds 3.0, activity planning,activity director, director of activities, life enrichment director, activities assistant, activities coordinator, assistant activities director, lifestyle director, recreation therapist, life enrichment coordinator, activity assistant,MBA,10
divisional manager,15917, permanent placement, temporary staffing, rpo, contract recruitment, executive search, recruitment advertising, recruiting, recruiters, graduate recruitment,senior divisional manager, regional manager, divisional operations manager, division manager, divisional director, divisional sales manager, divisional head, area manager, recruitment consultant, regional sales trainer,B.Sc. Business Management,5
senior human resources manager,15899, employee relations, talent management, performance management, human resources, onboarding, workforce planning, personnel management, hris, employee engagement,human resources manager, sr hr manager, senior hr manager, sr human resources manager, senior human resource manager, director of human resources, senior human resources, human resources director, director human resources, hr manager,B.Sc. Business Management,5
ecommerce manager,15897, google analytics, ecommerce, web analytics, e commerce seo, e commerce optimization, google adwords, ppc, sem, online merchandising,e-commerce manager, head of ecommerce, ecommerce specialist, director of ecommerce, ecommerce consultant, ecommerce director, ecommerce executive, ecommerce marketing manager, senior ecommerce manager, ecommerce coordinator,B.Sc. Business Management,5
director de arte,15881, estrategias creativas, arte, publicidad en internet, redes sociales, estrategia digital, comunicaciones de marketing, identidad corporativa, marketing digital, mercadotecnia en medios sociales,diseñador gráfico, director creativo, director de arte senior, director de arte junior, diseñador, director de arte digital, diseñador senior, creativo, dirección de arte, creativo gráfico,MBA,10
it operations manager,15855, disaster recovery, it management, it operations management, data center, it service management, itil, active directory, virtualization, windows server,information technology operations manager, it manager, it operations supervisor, head of it operations, it operations lead, it infrastructure manager, it operations, it operations team leader, it operation manager, it service delivery manager,B.Sc. Business Management,5
operation director,15843, supply chain, lean manufacturing, operations management, continuous improvement, manufacturing, operation management, six sigma, kaizen, logistics,operation manager, operations director, senior operation manager, president director, sr operation manager, manufacture manager, operation, chief operation officer, vice president director, regional operation manager,MBA,10
f&b manager,15825, banquets, hotel management, pre opening, food and beverage, hospitality management, hotels, hospitality industry, fine dining, f&b management,assistant f&b manager, asst f&b manager, f&b supervisor, f&b director, restaurant manager, f&b service manager, f&b assistant manager, food and beverage manager, f&b coordinator, director of f&b,B.Sc. Business Management,5
marketing administrator,15807, marketing, email marketing, social media marketing, social media, digital marketing, event planning, event management, market research, advertising,marketing admin, marketing assistant, marketing coordinator, marketing manager, sales and marketing administrator, marketing executive, marketing administration, sales marketing administrator, sales administrator, marketing administrative assistant,B.Sc. Marketing,3
director of maintenance,15795, airworthiness, overhaul, avionics, powerplant, aeronautics, helicopters, airframe, aircraft systems, line maintenance,maintenance director, director maintenance, assistant director of maintenance, chief of maintenance, chief inspector, maintenance manager, director of plant operations, aviation maintenance manager, aircraft maintenance manager, a&p mechanic,MBA,10
technical service engineer,15791, coatings, technical support, extrusion, troubleshooting, technical service, thermoplastics, manufacturing, plastics, resin,senior technical service engineer, technical services engineer, service engineer, technical service manager, tech service engineer, technical service, technical service supervisor, field service engineer, technical support engineer, technical engineer,B.Sc. Computer Science,2
client services director,15779, integrated marketing, brand architecture, digital marketing, direct marketing, relationship marketing, mobile marketing, client services, creative strategy, customer insight,account director, group account director, head of client services, client service director, business director, director of client services, client services manager, client director, senior account director, board account director,MBA,10
manager trainee,15778, inventory management, time management, leadership, customer service, body shops, sales, retail, training, management,manager associate, manager assistant, assistant branch manager, assistant manager, sales associate, location manager, branch manager, product technician, 2nd assistant manager, store manager,B.Sc. Business Management,5
founder & managing director,15730, business development, business strategy, start ups, entrepreneurship, digital marketing, business planning, venture capital, e commerce, strategic partnerships,co-founder & managing director, founder & ceo, founder and managing director, founder & director, founder & managing partner, founder & md, co founder & managing director, managing director, founder & chairman, founder,MBA,10
physics teacher,15711, physics, science education, astronomy, physical sciences, science, theoretical physics, astrophysics, teaching, experimental physics,teacher of physics, head of physics, physics instructor, physics and chemistry teacher, lecturer in physics, high school physics teacher, science teacher, physics lecturer, physics faculty, pgt physics,B.Ed,3
internet manager,15709, automotive aftermarket, automobile, vehicles, automotive, customer retention, dealer management, internet sales, customer satisfaction, reynolds,internet sales manager, internet director, bdc manager, internet sales, internet coordinator, internet sales director, position in internet sales, internet sales consultant, sales consultant, internet specialist,B.Sc. Business Management,5
transportation engineer,15703, synchro, transportation engineering, road traffic, traffic signal design, traffic simulation, vissim, transportation planning, traffic analysis, road safety,senior transportation engineer, traffic engineer, transportation engineering intern, transportation engineer intern, roadway engineer, traffic engineering intern, transportation designer, transportation analyst, highway design engineer, transportation planner,B.Sc. Computer Science,2
interior design intern,15691, space planning, rendering, hand rendering, interior design, sketching, sketchup, revit, interior architecture, furniture,interior designer, interior design assistant, junior interior designer, interior design student, design assistant, designer, interior design associate, design intern, freelance interior designer, interior design consultant,Enrolled in Bachelor's program,0
ict manager,15678, ict governance, ict management, it management, ict security, it service management, gestione it, itil, windows server, ict consultancy,ict consultant, head of ict, ict coordinator, ict officer, group ict manager, ict specialist, it manager, manager ict, ict director, ict-manager,B.Sc. Business Management,5
marketing and sales,15674, market research, marketing, marketing strategy, sales, social media marketing, marketing management, advertising, social media, business development,marketing & sales, marketing/sales, marketing / sales, sales and marketing, marketing sales, marketing, marketing and sales manager, marketing manager, marketing and advertising, director of marketing and sales,B.Sc. Marketing,3
president / ceo,15670, business development, strategic planning, start ups, team building, contract negotiation, leadership, strategic partnerships, new business development, budgets,president chief executive officer, president chief executive officer, president / coo, president and chief executive officer, president/ceo, president /ceo, chairman / ceo, president, founder / ceo, president/ ceo,MBA,10
manager accounts,15641, mis, internal audit, managerial finance, ifrs, tds, auditing, financial audits, cash flow, finance,manager accounts & finance, assistant manager accounts, asst manager accounts, deputy manager accounts, manager finance & accounts, manager finance, senior manager accounts, sr manager accounts, dy manager accounts, manager accounts and finance,B.Sc. Business Management,5
spa manager,15637, spa management, centri benessere, balneario, skin care, aromatherapy, beauty industry, spas, therapeutic massage, resorts,spa director, spa therapist, assistant spa manager, spa supervisor, director of spa, spa consultant, spa operations manager, spa coordinator, beauty therapist, head therapist,B.Sc. Business Management,5
legal manager,15605, corporate law, legal compliance, corporate governance, consumer law, competition law, contract law, international law, joint ventures, intellectual property,senior legal manager, legal supervisor, legal officer, legal counsel, legal advisor, legal director, lawyer, assistant legal manager, legal coordinator, manager legal,B.Sc. Business Management,5
integration engineer,15593, 3g, lte, gsm, ericsson oss, 2g, core network, ip, integration, ss7,senior integration engineer, lead integration engineer, system integration engineer, interface analyst, services engineer, integration, integration and test engineer, solution integrator, network integration engineer, support engineer,B.Sc. Computer Science,2
pe teacher,15584, sports coaching, pe, sports management, sports, athletics, sports development, football, rugby, sports psychology,head of pe, physical education teacher, p e teacher, head of physical education, director of sport, pe teacher/coach, teacher of pe, sports coach, football coach, elementary pe teacher,B.Ed,3
public relations director,15567, press releases, crisis communications, publicity, strategic communications, corporate communications, internal communications, newsletters, public relations, speech writing,director of public relations, public relations manager, pr director, public relations consultant, public relations coordinator, media relations director, communications director, public relations specialist, director of communications, public relations,MBA,10
senior it project manager,15552, it management, it strategy, project portfolio management, sdlc, pmp, itil, vendor management, integration, information technology,senior information technology project manager, it project manager, senior it program manager, it program manager, project manager, sr it project manager, senior project manager, lead it project manager, it programme manager, senior infrastructure project manager,B.Sc. Business Management,5
customer services manager,15534, customer service management, customer services, complaint management, change management, customer experience, performance management, stakeholder management, team management, team leadership,head of customer services, customer services supervisor, customer services team leader, customer services director, customer service manager, customer services team manager, customer services officer, customer services executive, customer services advisor, call centre manager,B.Sc. Business Management,5
equipment engineer,15532, semiconductors, metrology, failure analysis, cvd, silicon, pvd, plasma etch, spc, design of experiments,senior equipment engineer, equipment technician, equipment engineering manager, equipment engineering technician, equipment supervisor, equipment engineering, field service engineer, equipment maintenance engineer, senior equipment technician, equipment maintenance technician,B.Sc. Computer Science,2
